_id,singkat,hasil
5262,pmeran,pameran
5263,pnasx,panasnya
5264,pndah,pindah
5265,pndahkn,pindahkan
5266,pndai,pandai
5267,pndeta,pendeta
5268,pndh,pindah
5269,pndhkan,pindahkan
5270,pndk,pendek
5271,pndngn,pandangan
5272,pndok,pondok
5273,pnempatan,penempatan
5274,png,ingin
5275,pngaduan,pengaduan
5276,pngamatan,pengamatan
5277,pngandaran,pangandaran
5278,pngantin,pengantin
5279,pngawas,pengawas
5280,pngecekan,pengecekan
5281,pngeckn,pengecekan
5282,pngemar,penggemar
5283,pngemudi,pengemudi
5284,pngen,ingin
5285,pnggemar,penggemar
5286,pnggil,panggil
5287,pnggila,panggilan
5288,pnggiln,panggilan
5289,pnggiran,pinggiran
5290,pnggl,panggil
5291,pngguna,pengguna
5292,pngil,panggil
5293,pngila,panggilan
5294,pngiln,penggilan
5295,pngiran,pinggiran
5296,pngkal,pangkal
5297,pngkatan,pangkatan
5298,pngl,panggil
5299,pngn,ingin
5300,pngnnya,inginnya
5301,pngnya,inginnya
5302,pngthan,pengetahuan
5303,pnguna,pengguna
5304,pngunjungna,pengunjungnya
5305,pngusaha,pengusaha
5306,pnh,pernah
5307,pnjam,pinjam
5308,pnjang,panjang
5309,pnjem,pinjam
5310,pnngkatan,peningkatan
5311,pnter,pintar
5312,pntes,pantas
5313,pntg,penting
5314,pnting,penting
5315,pntng,penting
5316,pntu,pintu
5317,pnuh,penuh
5318,pnumpang,penumpang
5319,pnungang,penunggang
5320,pny,punya
5321,pnya,punya
5322,pokoke,pokoknya
5323,pokokmen,pokoknya
5324,pokokna,pokoknya
5325,pokokny,pokoknya
5326,pokoknyah,pokoknya
5327,pokoknye,pokoknya
5328,ponakan2,ponakan-ponakan
5329,posisix,posisinya
5330,position,posisi
5331,positip,positif
5332,positive,positif
5333,poto,foto
5334,poto2,foto-foto
5335,potone,fotonya
5336,potonga,potongan
5337,potongane,potongannya
5338,potonganya,potongannya
5339,potongny,potongannya
5340,prancis,perancis
5341,prasaan,perasaan
5342,prasamu,perasaanmu
5343,prasan,perasaan
5344,prbaikn,perbaikan
5345,prbndinganya,perbandingannya
5346,prbyar,prabayar
5347,prcaya,percaya
5348,prcya,percaya
5349,prduk,produk
5350,prepare,persiapan
5351,present,hadir
5352,prformance,pertunjukan
5353,prg,pergi
5354,prgi,pergi
5355,prginy,perginya
5356,prginya,perginya
5357,prhatian,perhatian
5358,prhatin,perhatikan
5359,prhtungan,perhitungan
5360,price,harga
5361,prlu,perlu
5362,prmintaan,permintaan
5363,prmslhkan,permasalahkan
5364,prmukaan,permukaan
5365,prmukan,permukaan
5366,prnah,pernah
5367,prngkt,perangkat
5368,prnh,pernah
5369,produck,produk
5370,product,produk
5371,promise,berjanji
5372,prtm,pertama
5373,prtma,pertama
5374,prtunjukan,pertunjukan
5375,prumahan,perumahan
5376,prusahaan,perusahaan
5377,prusahan,perusahaan
5378,prushaan,perusahaan
5379,prushan,perusahaan
5380,prustasi,frustasi
5381,prwakilan,perwakilan
5382,ps.mingu,pasar minggu
5383,ps.rebo,pasar rebo
5384,psang,pasang
5385,psangin,pasangkan
5386,psat,pusat
5387,psawat,pesawat
5388,pscabyar,pascabayar
5389,psi,pssi
5390,pst,pasti
5391,psti,pasti
5392,pstikan,pastikan
5393,pstikn,pastikan
5394,pstkn,pastikan
5395,psukan,pasukan
5396,pswt,pesawat
5397,ptgs,petugas
5398,pth,putih
5399,ptih,putih
5400,ptngn,potongan
5401,ptong,potong
5402,ptongn,potongan
5403,puanas,panas
5404,public,publik
5405,pulg,pulang
5406,pulkam,pulang kampung
5407,pulng,pulang
5408,punten,maaf
5409,punx,punya
5410,puny,punya
5411,pupuler,popular
5412,pura2,pura-pura
5413,puteri,putri
5414,puth,putih
5415,putrie,putri
5416,putry,putri
5417,py,bagaimana
5418,pye,bagaimana
5419,q,saya
5420,qlw,kalau
5421,qm,kamu
5422,qt,kita
5423,qta,kita
5424,qu,saya
5425,quality,kualitas
5426,quiz,kuis
5427,raiso,tidak bisa
5428,rame,ramai
5429,rame2,ramai-ramai
5430,rasax,rasanya
5431,realitinya,realitanya
5432,receptionist,resepsionis
5433,regi,harga
5434,relation,relasi
5435,relationship,hubungan
5436,relax,santai
5437,reliability,tahan uji
5438,remember,ingat
5439,remembers,mengingatkan
5440,remembr,ingat
5441,repair,perbaiki
5442,repeat,ulangi
5443,replacement,penggantian
5444,replay,pengulangan
5445,report,laporan
5446,reports,laporan
5447,resources,sumberdaya
5448,respect,rasa hormat
5449,revelusion,revolusi
5450,reverse,kebalikan
5451,review,tinjau
5452,reward,hadiah
5453,rgunan,ragunan
5454,rmah,rumah
5455,rmai,ramai
5456,rmbut,rambut
5457,rmh,rumah
5458,rncana,rencana
5459,rncn,rencana
5460,rncna,rencana
5461,row,baris
5462,rsa,rasa
5463,rsak,rusak
5464,rsany,rasanya
5465,rsanya,rasanya
5466,sabaraha,berapa
5467,sabarahaeun,berapa
5468,saeutik,sedikit
5469,safetybelt,sabuk pengaman
5470,saia,saya
5471,saiki,sekarang
5472,sajah,saja
5473,sakalian,sekalian
5474,sam2,sama-sama
5475,sama2,sama-sama
5476,sampe,sampai
5477,sampein,sampaikan
5478,samperin,datangi
5479,samrinda,samarinda
5480,sangad,sangat
5481,sanget,sangat
5482,sangune,uang sakuku
5483,sangup,sanggup
5484,sante2,santai-santai
5485,sapa,siapa
5486,sapah,siapa
5487,sape,siapa
5488,sarano,sarannya
5489,saranya,sarannya
5490,sarap,saraf
5491,sare,tidur
5492,sarebuan,seribuan
5493,sareng,bareng
5494,sat,saat
5495,satuany,satuannya
5496,satuju,setuju
5497,saudra,saudara
5498,sbaliknya,sebaliknya
5499,sbar,sabar
5500,sbb,sebagai berikut
5501,sbel,sebel
5502,sbelah,sebelah
5503,sbelom,sebelum
5504,sbelum,sebelum
5505,sbelumnya,sebelumnya
5506,sbenarnya,sebenarnya
5507,sbenernya,sebenarnya
5508,sberapo,seberapa
5509,sbg,sebagai
5510,sbgai,sebagai
5511,sbgi,sebagai
5512,sbginya,sebagainya
5513,sbk,sibuk
5514,sblah,sebelah
5515,sblh,sebelah
5516,sblm,sebelum
5517,sblmnya,sebelumnya
5518,sblom,sebelum
5519,sblum,sebelum
5520,sbner,sebenarnya
5521,sbnernya,sebenarnya
5522,sbnrnya,sebenarnya
5523,sbnrnye,sebenarnya
5524,sbntar,sebentar
5525,sbnyk,sebanyak
5526,sbongkah,sebingkah
5527,sbr,sabar
5528,sbraha,berapa
5529,sbrnya,sebenarnya
5530,sbrp,seberapa
5531,sbtr,sebentar
5532,sbtu,sabtu
5533,sbuah,sebuah
5534,sbuk,sibuk
5535,sbut,sebut
5536,sbutin,sebutkan
5537,scandal,skandal
5538,scepatnya,secepatnya
5539,sceptnya,secepatnya
5540,sch,sekolah
5541,schol,sekolah
5542,scholarship,beasiswa
5543,scptny,secepatnya
5544,scptnya,secepatnya
5545,scr,secara
5546,scra,secara
5547,sdah,sudah
5548,sdap,sedap
5549,sdekah,sedekah
5550,sdg,sedang
5551,sdh,sudah
5552,sdih,sedih
5553,sdikit,sedikit
5554,sdkh,sedekah
5555,sdkit,sedikit
5556,sdkt,sedikit
5557,sdng,sedang
5558,sdngkan,sedangkan
5559,sdotan,sedotan
5560,sdra2,saudara-saudara
5561,sebenrnya,sebenarnya
5562,seberapo,seberapa
5563,seblm,sebelum
5564,seblum,sebelum
5565,seblumnya,sebelumnya
5566,sebnarnye,sebenarnya
5567,sebntr,sebentar
5568,sebrang,seberang
5569,sebrangnya,seberangnya
5570,secepetnya,secepatnya
5571,secret,rahasia
5572,security,keamanan
5573,sedaya,semua
5574,sekate,sekata
5575,sekate-kate,sekata-kata
5576,seken,bekas
5577,seklian,sekalian
5578,sekola,sekolah
5579,selese,selesai
5580,seling,selling
5581,seller,penjual
5582,selow,santai
5583,semarfren,smartfren
5584,semlm,semalam
5585,semngat,semangat
5586,sempeet,sempat
5587,send,terkirim
5588,senen,senin
5589,seneng,senang
5590,sepda,sepeda
5591,sepert,seperti
5592,sept,september
5593,service,servis
5594,sgala,segala
5595,sgar,segar
5596,sgera,segera
5597,sgini,segini
5598,sgitu,segitu
5599,sgni,segini
5600,sgt,sangat
5601,shg,sehingga
5602,sht,sehat
5603,siapin,siapkan
5604,signal,sinyal
5605,signalnya,sinyalnya
5606,siji,satu
5607,silahakan,silahkan
5608,silhkan,silahkan
5609,simpen,simpan
5610,simpenan,simpanan
5611,simple,simpel
5612,sitik,sedikit
5613,sj,saja
5614,sja,saja
5615,sjti,sejati
5616,skali,sekali
5617,skali2,sekali-kali
5618,skalian,sekalian
5619,skaligus,sekaligus
5620,skalinya,sekalinya
5621,skarang,sekarang
5622,skg ,sekarang
5623,skit,sakit
5624,skitar,sekitar
5625,skitaran,sekitaran
5626,sklh,sekolah
5627,skola,sekolah
5628,skolah,sekolah
5629,skrg,sekarang
5630,skrng,sekarang
5631,slahkn,silahkan
5632,slain,selain
5633,slalu,selalu
5634,slama,selama
5635,slamat,selamat
5636,slangkah,selangkah
5637,slanjut,selanjut
5638,slanjutnya,selanjutnya
5639,slesai,selesai
5640,slgkuh,selingkuh
5641,slh,salah
5642,slhkan,silahkan
5643,slhkn,silahkan
5644,slmat,selamat
5645,slmt,selamat
5646,slow,santai
5647,slrh,seluruh
5648,slruh,seluruh
5649,slsai,selesai
5650,slse,selesai
5651,slu,selalu
5652,sm,sama
5653,smbg,sombong
5654,smbhyg,sembahyang
5655,smbil,sambil
5656,smbl,sambil
5657,smbong,sombong
5658,smbuh,sembuh
5659,smbung,sambung
5660,smcam,semacam
5661,smcm,semacam
5662,smg,semoga
5663,smga,semoga
5664,smgat,semangat
5665,smgt,semangat
5666,smingu,seminggu
5667,smlem,semalam
5668,smlm,semalam
5669,smoga,semoga
5670,smpah,sumpah
5671,smpai,sampai
5672,smpaikn,sampaikan
5673,smpati,simpati
5674,smpe,sampai
5675,smph,sumpah
5676,smpi,sampai
5677,smpingan,sampingan
5678,smpurna,sempurna
5679,smtr,semester
5680,smua,semua
5681,smw,semua
5682,smwa,semua
5683,sna,sana
5684,sndiri,sendiri
5685,sndirian,sendirian
5686,sndr,sendiri
5687,snen,senin
5688,sneng,senang
5689,sng,senang
5690,sngaja,sengaja
5691,sngat,sangat
5692,sngj,sengaja
5693,sngt,sangat
5694,snguh,sungguh
5695,snilai,senilai
5696,so,jadi
5697,sodara,saudara
5698,sodaraan,bersaudara
5699,sodaramu,saudaramu
5700,sodaran,bersaudara
5701,sodarany,saudaranya
5702,solat,salat
5703,sory,maaf
5704,spnjag,sepanjang
5705,sprt,seperti
5706,sprti,seperti
5707,sprtinya,sepertinya
5708,spt,seperti
5709,spti,seperti
5710,sptny,sepertinya
5711,sptnya,sepertinya
5712,spu2,sepupu
5713,spupu,sepupu
5714,sputar,seputar
5715,spy,supaya
5716,spya,supaya
5717,srapan,sarapan
5718,sratus,seratus
5719,srg,sering
5720,sribu,seribu
5721,sring,sering
5722,srius,serius
5723,sruh,suruh
5724,srvcnya,servisnya
5725,srvice,servis
5726,standard,standar
5727,statement,kalimat
5728,stdy,studi
5729,stengah,setengah
5730,stgah,setengah
5731,stgh,setengah
5732,stia,setia
5733,stiap,setiap
5734,sticker,stiker
5735,still,masih
5736,stingi,setinggi
5737,stlah,setelah
5738,stlh,setelah
5739,stngah,setengah
5740,stngh,setengah
5741,stock,persediaan
5742,stuju,setuju
5743,stupid,bodoh
5744,subjec,subjek
5745,subject,subjek
5746,sulsel,sulawesi selatan
5747,sumpeh,sumpah
5748,sumph,sumpah
5749,sunguh,sungguh
5750,sunguh-sunguh,sungguh-sungguh
5751,sunguh2,sungguh-sungguh
5752,sunguhan,sungguhan
5753,swt,subhanahu wata'ala
5754,sy,saya
5755,sya,saya
5756,syg,sayang
5757,syp,siapa
5758,sypa,siapa
5759,syudah,sudah
5760,syukr,terimakasih
5761,syukron,terimakasih
5762,tahzan,bersedih
5763,tajir,kaya
5764,tak,tidak
5765,takada,tidak ada
5766,takan,tidak akan
5767,takboleh,tidak boleh
5768,takda,tidak ada
5769,takdapat,tidak dapat
5770,takde,tidak ada
5771,takdo,tidak ada
5772,takeabath,mandi
5773,takjugak,tidak juga
5774,takkan,tidak akan
5775,takleh,tidak boleh
5776,taklukan,taklukkan
5777,takmau,tidak mau
5778,takmintak,saya minta
5779,taknak,tidak enak
5780,taknampak,tidak nampak
5781,takok,tanya
5782,takon,tanya
5783,takpa,tidak apa-apa
5784,takpe,tidak apa-apa
5785,taksuka,tidak suka
5786,taktau,tidak tau
5787,tanggalny,tanggalnya
5788,tanggane,tetangganya
5789,tangi,bangun
5790,tangkep,tangkap
5791,tangkiny,tangkinya
5792,tanguh,tangguh
5793,tangung,tanggung
5794,tanks,terimakasih
5795,tanye,tanya
5796,tar,nanti
5797,tasih,masih
5798,taudah,tau dah
5799,taudeh,tau dah
5800,taugak,tau tidak
5801,taun,tahun
5802,taunan,tahunan
5803,taunih,tau nih
5804,tauny,taunya
5805,td,tadi
5806,tdaftar,terdaftar
5807,tdak,tidak
5808,tdi,tadi
5809,tdiny,tadinya
5810,tdinya,tadinya
5811,tdk,tidak
5812,tebakar,terbakar
5813,tebel,tebal
5814,tebengkalai,terbengkalai
5815,tegoran,teguran
5816,tejual,terjual
5817,tekape,Tempat Kejadian Perkara
5818,tekok,tanya
5819,tekon,tanya
5820,telfon,telepon
5821,telimakacih,terimakasih
5822,telp,telepon
5823,telpon,telepon
5824,telu,tiga
5825,temn,teman
5826,tenks,terimakasih
5827,tenkyu,terimakasih
5828,tentuin,tentukan
5829,terbnyak,terbanyak
5830,tereak,teriak
5831,terpangang,terpanggang
5832,tetep,tetap
5833,teteup,tetap
5834,teu,tidak
5835,tga,tega
5836,tgah,tengah
5837,tgantung,tergantung
5838,tggal,tanggal
5839,tggalan,tanggalan
5840,tggi,tinggi
5841,tggl,tanggal
5842,tggu,tunggu
5843,tgihan,tagihan
5844,tgjawab,tanggungjawab
5845,tgkat,tingkat
5846,tgl,tanggal
5847,tgn,tangan
5848,tgs,tugas
5849,thanks,terimakasih
5850,thanx,terimakasih
5851,they,mereka
5852,thn,tahun
5853,thx,terimakasih
5854,tidor,tidur
5855,tiker,tikar
5856,time,waktu
5857,timnas,tim nasional
5858,tingal,tinggal
5859,tingalen,tinggalkan saja
5860,tingalin,tinggalkan
5861,tinggl,tinggal
5862,tingi,tinggi
5863,tjawab,terjawab
5864,tjd,terjadi
5865,tkejut,terkejut
5866,tkg,tukang
5867,tki,tenaga kerja Idonesia
5868,tkp,Tempat Kejadian Perkara
5869,tkpaham,tidak paham
5870,tkpe,Tempat Kejadian Perkara
5871,tks,terimakasih
5872,tku,beli
5873,tkut,takut
5874,tkutnya,takutnya
5875,tlah,telah
5876,tlanjur,terlanjur
5877,Tlf,telepon
5878,tlg,tolong
5879,tlh,telah
5880,tlng,tolong
5881,tlong,tolong
5882,tlor,telor
5883,tlp,telepon
5884,tlpn,telepon
5885,tlpnan,teleponan
5886,tman,teman
5887,tmbah,tambah
5888,tmben,tumben
5889,tmbh,tambah
5890,tmbhan,tambahan
5891,tmbhn,tambahan
5892,tmen,teman
5893,tmenan,berteman
5894,tmenya,temannya
5895,tmn,teman
5896,tmnin,temani
5897,tmnny,temannya
5898,tmnnya,temannya
5899,tmpat,tempat
5900,tmpat2,tempat-tempat
5901,tmpatny,tempatnya
5902,tmpt,tempat
5903,tmsk,termasuk
5904,tmt,tamat
5905,tmu,temu
5906,tmukn,temukan
5907,tnang,tenang
5908,tndk,tindak
5909,tndng,tanding
5910,tng,tenang
5911,tngah,tengah
5912,tngal,tinggal
5913,tngerang,tangerang
5914,tnggal,tinggal
5915,tnggi,tinggi
5916,tnggl,tinggal
5917,tnggu,tunggu
5918,tnggung,tanggung
5919,tngh,tengah
5920,tngi,tinggi
5921,tngkap,tangkap
5922,tngkrongan,tongkrongan
5923,tngl,tinggal
5924,tngn,tangan
5925,tngrng,tangerang
5926,tngu,tunggu
5927,tnp,tanpa
5928,tnpa,tanpa
5929,tntu,tentu
5930,tny,tanya
5931,tnya,tanya
5932,tnyaen,tanyakan
5933,tnye,tanya
5934,tnykan,tanyakan
5935,tnyt,ternyata
5936,to,untuk
5937,today,hari ini
5938,tonight,malam ini
5939,tp,tetapi
5940,tpi,tapi
5941,tpt,tepat
5942,tq,terimakasih
5943,trbaik,terbaik
5944,trbang,terbang
5945,trbaru,terbaru
5946,trbng,terbang
5947,trbntuk,terbentuk
5948,trbnyk,terbanyak
5949,trbuat,terbuat
5950,trcela,tercela
5951,tresno,suka
5952,trf,tarif
5953,trget,target
5954,trgntung,tergantung
5955,trguling,terguling
5956,trhambat,terhambat
5957,trhormat,terhormat
5958,trhrmat,terhormat
5959,triak,teriak
5960,trjd,terjadi
5961,trjual,terjual
5962,trkait,terkait
5963,trkenal,terkenal
5964,trkhir,terakhir
5965,trktir,traktir
5966,trlalu,terlalu
5967,trlanjur,terlanjur
5968,trlihat,terlihat
5969,trllu,terlalu
5970,trlu,terlalu
5971,trm,terima
5972,trmasuk,termasuk
5973,trminal,terminal
5974,trminat,terminat
5975,trmksi,terimakasih
5976,trmsk,termasuk
5977,trnsaksi,transaksi
5978,trnsksi,transaksi
5979,trnyata,ternyata
5980,trnyt,ternyata
5981,trptong,terpotong
5982,trpuji,terpuji
5983,trs,terus
5984,trserah,terserah
5985,trtentu,tertentu
5986,TRUE,benar
5987,trus,terus
5988,trust,terpercaya
5989,trutama,terutama
5990,truth,kebenaran
5991,try,mencoba
5992,trz,terus
5993,tsb,tersebut
5994,ttap,tetap
5995,ttapi,tetapi
5996,ttd,tanda tangan
5997,ttng,tentang
5998,ttpi,tetapi
5999,ttwa,tertawa
6000,tu,itu
6001,tuiter,twitter
6002,tuiteran,twitteran
6003,tuiterku,twitterku
6004,tuker,tukar
6005,tukeran,bertukar
6006,tukoke,belikan
6007,tukokne,belikan
6008,tukokno,belikan
6009,tukr,tukar
6010,tuku,beli
6011,tukuen,beli saja
6012,tungu,tunggu
6013,tungulah,tunggulah
6014,tunjukan,tunjukkan
6015,tunjukin,tunjukkan
6016,turu,tidur
6017,tv,televisi
6018,twet,tweet
6019,twit,tweet
6020,twiter,twitter
6021,twiteran,twitteran
6022,u,kamu
6023,u/,untuk
6024,ud,sudah
6025,uda,sudah
6026,udah,sudah
6027,Ude,sudah
6028,udeh,sudah
6029,udh,sudah
6030,uga,tidak
6031,ugak,tidak
6032,ujan,hujan
6033,uke,oke
6034,ulngn,ulangan
6035,ultah,ulang tahun
6036,ulth,ulang tahun
6037,uncle,paman
6038,unyu,lucu
6039,unyukan,lucukan
6040,utamain,utamakan
6041,utk,untuk
6042,vacation,liburan
6043,vidio,video
6044,w,saya
6045,wadh,aduh
6046,wadoh,aduh
6047,wadon,perempuan
6048,wadu,aduh
6049,waduh,aduh
6050,wae,saja
6051,wagub,wakil gubernur
6052,wait,tunggu
6053,walaupn,walaupun
6054,want,ingin
6055,wareg,kenyang
6056,warkop,warung kopi
6057,warteg,warung tegal
6058,wat,untuk
6059,web,situs
6060,website,situs
6061,wedok,perempuan
6062,wekday,weekday
6063,wekeend,akhir pekan
6064,wekend,akhir pekan
6065,wes,sudah
6066,what,apa
6067,when,kapan
6068,where,dimana
6069,while,ketika
6070,why,kenapa
6071,win,menang
6072,wis,sudah
6073,wkt,waktu
6074,wktu,waktu
6075,wktuny,waktunya
6076,wktunya,waktunya
6077,wnita,wanita
6078,woman,wanita
6079,women,wanita
6080,wonten,ada
6081,Wontene,yang ada
6082,words,kata
6083,work,bekerja
6084,world,dunia
6085,wrn,warna
6086,wrna,warna
6087,wtf,bangsat
6088,Wuedan,edan
6089,yaolo,Ya Allah
6090,yaoloh,Ya Allah
6091,Yaowoh,Ya Allah
6092,yaud,ya sudah
6093,Yauda,ya sudah
6094,yaudah,ya sudah
6095,Yaude,ya sudah
6096,yaudeh,ya sudah
6097,yaudh,ya sudah
6098,yawdah,ya sudah
6099,yawes,ya sudah
6100,yaweslah,ya sudahlah
6101,yawlloh,Ya Allah
6102,yawloh,Ya Allah
6103,Yawoh,Ya Allah
6104,Ydh,ya sudah
6105,year,tahun
6106,yearbok,buku tahunan
6107,yearbook,buku tahunan
6108,yegak,iya tidak
6109,yes,ya
6110,yg,yang
6111,yng,yang
6112,yo,ya
6113,yoi,ya
6114,you,kamu
6115,yowes,ya sudah
6116,yoweslah,ya sudahlah
6117,yowis,ya sudah
6118,yth,yang terhormat
6119,yudeh,ya sudah
6120,yudh,ya sudah
6121,ywd,ya sudah
6122,ywdah,ya sudah
6123,ywdh,ya sudah
6124,ywdhlh,ya sudahlah
6125,ywis,ya sudah
6126,rp,rupiah
6127,lu,kamu
6128,ngga,tidak
6129,tdk,tidak
6130,bkn,bukan
6131,dg,dengan
6132,yg,yang
6133,gk,tidak
6134,ky,kayak
6135,handle,menangani
6136,ngeyel,keraskepala
6137,tau,tahu
6138,gw,saya
6139,kmbali,kembali
6140,males,malas
6141,klo,kalau
6142,liat,lihat
6143,truskan,teruskan
6144,ad,ada
6145,bs,bisa
6146,yg,yang
6147,jgn,jangan
6148,lg,lagi
6149,lgi,lagi
6150,bgt,sangat
6151,lbih,lebih
6152,sdg,sedang
6153,sdikit,sedikit
6154,lanjutttt,lanjut
6155,jgan,jangan
6156,apaaa,apa
6157,kmrin,kemarin
6158,jg,juga
6159,gk,tidak
6160,kapn,kapan
6161,bner,bener
6162,mnta,minta
6163,lbih,lebih
6164,mreka,mereka
6165,jdi,jadi
6166,khasus,kasus
6167,bgus,bagus
6168,lanjutttt,lanjut
6169,jgan,jangan
6170,sdikit,sedikit
6171,srame,serame
6172,ilang,hilang
6173,jngan,jangan
6174,bneran,beneran
6175,brani,berani
6176,jud,judi
6177,onlen,online
6178,dewasaaaa,dewasa
6179,udh,sudah
6180,indo,indonesia
6181,sampek,sampai
6182,kapann,kapan
6183,abadddd,abad
6184,knp,kenapa
6185,bcra,bicara
6186,bcra,bicara
6187,andaah,anda
6188,haduuuhhhh,haduh
6189,pkr,pikir
6190,nnti,nanti
6191,shlat,sholat
6192,lo,anda
6193,jt,juta
6194,planplin,bingung
6195,jta,juta
6196,gmna,bagaimana
6197,njir,anjing
6198,refund,kembali
6199,ngeyeludah,tidak mau kalah
6200,emanya,ibu
6201,jgan,jangan
6202,klopun,kalaupun
6203,mamaknya,ibu
6204,dikasihanin,kasih
6205,endorstapi,endors
6206,embat,merebut
6207,maen,main
6208,mlh,malah
6209,hrsny,harus
6210,konsumeny,konsumen
6211,g,tidak
6212,bocahhhh,bocah
6213,bolongx,bolong
6214,sekolahin,sekolah
6215,gw,saya
6216,bcra,bicara
6217,kelihatan,lihat
6218,ngmg,bicara
6219,kapn,kapan
6220,amat,sangat
6221,kebucinan,sayang sekali
6222,keliatannya,lihat
6223,ajeeehhh,sekali
6224,spek,spesifikasi
6225,doyannya,doyan
6226,ancur,hancur
6227,real,asli
6228,lakinye,suami
6229,yakali,masa iya
6230,temanakrab,teman akrab
6231,kak,kakak
6232,utang,hutang
6233,emaknyaaaa,ibu
6234,nularrr,nular
6235,atuh,dong
6236,emaknya,ibu
6237,beliin,beli
6238,tiketnyadan,tiket dan
6239,indopas,indonesia
6240,anaktapi,anak tapi
6241,dilepehdibeliin,lepeh beli
6242,balikasik,balik asik
6243,vadelangus,vadel angus
6244,setahundia,satu tahun dia
6245,emaknyaduit,ibu uang
6246,temanakrab,teman akrab
6247,jagawibawa,jaga wibawa
6248,gebukin,pukul
6249,nyantri,santri
6250,std,standar
6251,kliatan,terlihat
6252,jamet,berlagak keren
6253,bngt,sangat
6254,membnrkan,membenarkan
6255,klakuan,kelakuan
6256,cantiiieekkkkkk,cantik
6257,bocilllllllllkalau,bocah kalau
6258,tsuuu,tau
6259,hadduhhh,haduh
6260,seranv,serang
6261,kunyukkkk,kunyuk
6262,guwa,saya
6263,ririii,riri
6264,eluu,anda
6265,paraahh,parah
6266,gimana,bagaimana
6267,luu,anda
6268,laki,suami
6269,jir,anjing
6270,car,mobil
6271,goodluck,semoga berhasil
6272,skg,sekarang
6273,ajh,saja
6274,ajj,saja
6275,akoh,aku
6276,aph,apa
6277,apose,apa
6278,apz,apa
6279,baryw,sabar yah
6280,bryaw,sabar yah
6281,bryw,sabar yah
6282,bay,selamat tinggal
6283,besoq,besok
6284,bhay,selamat tinggal
6285,bisya,bisa
6286,biza,bisa
6287,bkap,ayah
6288,bkp,ayah
6289,bokaps,ayah
6290,bokapz,ayah
6291,bsoq,besok
6292,bte,bosan
6293,bozen,bosan
6294,bozn,bosan
6295,bzn,bosan
6296,bzen,bosan
6297,caiank,sayang
6298,cekola,sekolah
6299,cekolah,sekolah
6300,celalaw,selalu
6301,celalu,selalu
6302,cemunguth,semangat
6303,cibuq,sibuk
6304,cini,sini
6305,cll,selalu
6306,cllu,selalu
6307,cllw,selalu
6308,cpe,capek
6309,cpee,capek
6310,cwe,cewek
6311,dapa,adaapa
6312,dapah,adaapa
6313,dftr,daftar
6314,dimance,dimana
6315,dimandose,dimana
6316,dimans,dimana
6317,duluw,dulu
6318,ea,ya
6319,eteb,bosan
6320,gakz,tidak
6321,gataw,tidak tahu
6322,ghiy,lagi
6323,gi,lagi
6324,hums,rumah
6325,humz,rumah
6326,huum,iya
6327,iyach,iya
6328,iyap,iya
6329,iyapz,iya
6330,iyup,iya
6331,iyupz,iya
6332,iz,iya
6333,iza,iya
6334,izza,iya
6335,jngn,jangan
6336,kaka,kakak
6337,kau,kamu
6338,kenaps,kenapa
6339,kenapz,kenapa
6340,keyen,keren
6341,khan,kan
6342,khanz,kan
6343,kk,kakak
6344,koq,kok
6345,kuq,kok
6346,lam,salam
6347,leh,boleh
6348,low,kalau
6349,luchu,lucu
6350,lum,belum
6351,lun,belum
6352,luthu,lucu
6353,maacih,terima kasih
6354,maap,maaf
6355,maw,mau
6356,misal'a,misalnya
6357,muup,maaf
6358,mu'uv,maaf
6359,naq,anak
6360,nda,tidak
6361,ndax,tidak
6362,ngabungin,menggabungkan
6363,ngajak,mengajak
6364,nggax,tidak
6365,nggesek,menggesek
6366,nggosok,menggosok
6367,nykap,ibu
6368,nykaps,ibu
6369,nykapz,ibu
6370,nykp,ibu
6371,nntn,menonton
6372,oc,oke
6373,oce,oke
6374,ohh,oh
6375,ok,oke
6376,okedech,oke
6377,okedeh,oke
6378,okeh,oke
6379,okz,oke
6380,ouch,oh
6381,ouh,oh
6382,owh,oh
6383,pasutri,pasangan suami istri
6384,paz,pas
6385,pzt,pasti
6386,qq,kakak
6387,salfok,salah fokus
6388,saltum,salah kostum
6389,shap,siap
6390,shaps,siap
6391,syipp,sip
6392,tauk,tahu
6393,tipi,televisi
6394,trims,terima kasih
6395,trimz,terima kasih
6396,tuch,itu
6397,tw,tahu
6398,udd,sudah
6399,von,telepon
6400,wad,buat
6401,yank,sayang
6402,yap,iya
6403,yaw,iya
6404,yups,iya
6405,yupz,iya
6406,airdanau,tidak tahu
6407,ajebajeb,dunia gemerlap
6408,alayalay,anak layangan
6409,ambokbiar,biarin saja
6410,anakgajah,wanita gendut
6411,anakmotor,orang yang suka utak atik motor
6412,anggurangguran,cewe berkelas yang manis jalan rombongan
6413,apabanang,apalagi
6414,apasihyur,ucapan tidak jelas
6415,apipakabaripa,apa kabar
6416,auahgelap,tidak mau tahu
6417,ayoyoayoyo,membual
6418,basengbaseng,asal-asal
6419,belagaknian,cakep
6420,belahduren,malam pertama
6421,beriberi,buangairbesar
6422,billup,bilangdong
6423,bisajedong,bisajadi
6424,bitchplease,numpanglewat
6425,Bonndase,menjotoskearahjunior
6426,bt/bete,boringtotal
6427,Bungadesa,gadispalingcantik
6428,buntutcumi,buntutnyacumi
6429,caoongcih,masabohongsih
